1105更新,#genre#
长城精品,http://38.64.72.148:80/hls/modn/list/4008/chunklist0.m3u8
KBCSBS,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
Babytv,http://206.221.176.47:64006
HOY TV,http://206.221.176.47:64007
mediacorp,http://206.221.176.47:64022
ELTA娱乐,http://206.221.176.47:64024
KCTV,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist1.m3u8
TVBS新闻,http://38.64.72.148:80/hls/modn/list/4006/chunklist0.m3u8
东森洋片,http://120.84.96.74:808/hls/33/index.m3u8
东森电影,http://120.84.96.74:808/hls/32/index.m3u8
东森美洲卫视,http://38.64.72.148:80/hls/modn/list/2015/chunklist0.m3u8
LSTime电影, http://120.84.96.63:808/hls/35/index.m3u8
番薯,http://61.216.67.119:1935/TWHG/E1/chunklist_w705811302.m3u8

湾湾,#genre#
凤凰香港,http://50.7.220.74:8278/hkphoenix_twn/playlist.m3u8?tid=m5bd7047b492a&ct=18336&tsum=2c3b7b7f9cee713c07f561b51a9e2768
凤凰卫视,http://50.7.220.74:8278/phoenixtv_hd/playlist.m3u8?tid=m18f421b0e58b&ct=18336&tsum=8e0cca627477cbd534c9cef5e2c17c1c
翡翠JI,http://50.7.168.234:8278/jade_twn/playlist.m3u8?tid=m51e8c5582227&ct=18336&tsum=d0987332bec9b0fecc98b9b9ff3ddeac
ViuTV,http://50.7.220.74:8278/9ae6d37d9a/playlist.m3u8?tid=m7728dbb8abe7&ct=18336&tsum=6b7f957f06b7cfabd928653808a52514
RTHK32,http://50.7.220.74:8278/rhk32_twn/playlist.m3u8?tid=m941409fa5c86&ct=18336&tsum=af847919dbe19ba95dbe614c6cfe2a10
中天综合,http://50.7.220.74:8278/ctizhonghe/playlist.m3u8?tid=MBBB1520797915207979&ct=19193&tsum=3a6f7f0c591c2ec6678d51b741f290b2
中天娱乐,http://50.7.220.74:8278/ctient/playlist.m3u8?tid=MA8A3069789530697895&ct=19193&tsum=20c49fe9e15ad366c6e32b141f03bf8a
中天亚洲台,http://50.7.220.74:8278/ctiasia_twn/playlist.m3u8?tid=MFFF9983745599837455&ct=19193&tsum=ee61e179a8c619a076c515514d68e24e
中天新闻GE,http://50.7.220.74:8278/ctinews/playlist.m3u8?tid=MC3C3915550439155504&ct=19193&tsum=a8168b7967dda9bfebdd5b1403dc19b0
中视新闻台,http://50.7.220.74:8278/zhongshinews_twn/playlist.m3u8?tid=MAAA4459856044598560&ct=19193&tsum=1b7bdea69c00cd48e31f13442c75c376
中视经典,http://50.7.220.74:8278/zhongshi_twn/playlist.m3u8?tid=14379667&ct=17988&tsum=de63d02f44741580b5070077d1949841
中视HD,http://50.7.220.74:8278/zhongshihd_twn/playlist.m3u8?tid=MB4B2404962324049623&ct=19193&tsum=671b112a447ed494ae6219c14d0fab93
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=MD4D6839548568395485&ct=19193&tsum=56b3e3b150f4fcbc1877e081b313bcd4
公视,http://50.7.220.74:8278/ctv_taiwan/playlist.m3u8?tid=13765524&ct=17990&tsum=03eb77c1c186944b97737f14e95076c0
台视综合,http://50.7.220.74:8278/lunghuamovie_twn/playlist.m3u8?tid=mdb73470557ff10965185&ct=17874&tsum=d0a4494eb289910a11f4d305a804136a
三立综合,http://50.7.220.74:8278/sanlizhonghe/playlist.m3u8?tid=MB0B8754413687544136&ct=19193&tsum=b815a8eec252a8266b57178e6b336b03
三立戏剧台,http://50.7.220.74:8278/sanlixiju_twn/playlist.m3u8?tid=MCFC5174201151742011&ct=19193&tsum=27477ddeec029345da276c2c903f09c2
三立TW,http://50.7.220.74:8278/sanlitaiwan/playlist.m3u8?tid=MBFB2351438523514385&ct=19193&tsum=15393958be0bf6c0905bbb578dad1240
民视新闻FTVNews,http://50.7.220.74:8278/ftvnew_taiwan/playlist.m3u8?tid=MA8A6605176766051767&ct=19193&tsum=37e8e3780b1b2bf198c95c2e6b3a9746
民视TW,http://50.7.220.74:8278/ftvtaiwan_twn/playlist.m3u8?tid=MDFD6045594360455943&ct=19193&tsum=0de4f998b15ba8f2ecdaa107d866212a
华视,http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=MD3D4860867448608674&ct=19193&tsum=773d4005ddbc68ed16154cc49ba1fc76
华视,http://50.7.220.74:8278/ctshd_twn/playlist.m3u8?tid=m760743cf1f5e&ct=18335&tsum=9b0d2efb292253075aa4ec25cc439b81
东森新闻,http://50.7.220.74:8278/ettvnews/playlist.m3u8?tid=ME5E8863997888639978&ct=19193&tsum=6b0236441f10a7195fb35fe7997db68c
东森电影,http://50.7.220.74:8278/ettvmovie/playlist.m3u8?tid=MEDE1688528216885282&ct=19193&tsum=843fbd698e260c1fcda128dce85ead3b
博斯高球I,http://50.7.220.74:8278/bosigolf1_twn/playlist.m3u8?tid=MD5D3832704238327042&ct=18393&tsum=cbf3bf749c9b0bf4828ab19efff1c5b0
八大综合J,http://50.7.220.74:8278/badazhonghe/playlist.m3u8?tid=MC5C5422299054222990&ct=19193&tsum=8189d5b21bdeabdffa3d2b2cbeaae0ae
八大戏剧G,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=ME3E7432781774327817&ct=19193&tsum=504532547ffc646858157dd724bca18d
八大戏剧,http://50.7.220.74:8278/badadrama/playlist.m3u8?tid=m4970c4e1b988&ct=18335&tsum=20cb1d15d4e116ab9e44edb542cf51a5
八大第一F,http://50.7.220.74:8278/badafirst/playlist.m3u8?tid=MBDB5904995459049954&ct=19193&tsum=ab627e00a84b423b5747a65289eec076
八大第一,http://50.7.220.74:8278/badafirst/playlist.m3u8?tid=mb8efded78b4e12042621&ct=17874&tsum=028ad819cd9a0f949a043d652fa3e164
龙华经典X,http://50.7.220.74:8278/lunghuawestern_twn/playlist.m3u8?tid=m8fe1f2649ecd12830420&ct=17874&tsum=a6674ed93a8ec4ea4705c721b752d4db
TVBS新闻台,http://50.7.220.74:8278/tvbs_n/playlist.m3u8?tid=MC3C9358473393584733&ct=19193&tsum=38970ab977b9e318cbead37db4134eb8
TVBS欢乐台(备份),http://50.7.220.74:8278/tvbshuanle_twn/playlist.m3u8?tid=MC8C2318787923187879&ct=19193&tsum=394d2b9af3df7846e2cdc60d69dd4219
LSTime电影,http://50.7.220.74:8278/lungxiangtime_twn/playlist.m3u8?tid=MADA6805114368051143&ct=18392&tsum=d6a1f02ca9abd5368d2a365e40247ae8
JET综合,http://50.7.220.74:8278/jettv_japan/playlist.m3u8?tid=mec9806b42012&ct=18335&tsum=e4518647627cab22a9faca0710d987ec
HollywoodMovies,http://50.7.220.74:8278/hollywoodmovies_twn/playlist.m3u8?tid=MD8D9429794794297947&ct=19193&tsum=fbe097bcbe37adad90e8bef964cac161
HBO温馨家庭,http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=MFCF7312728573127285&ct=18393&tsum=bc4d3db9ca83c3765cc75512a1bbbbe3
HBO温馨家庭,http://50.7.220.74:8278/fyi_twn/playlist.m3u8?tid=m99b80124e3b4&ct=18337&tsum=73f6f540497de9a5615b9bd55bec8853
HBO,http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=ME7E8473082984730829&ct=18392&tsum=acad12b7c208bda39b68dec98349e138
HBOHD,http://50.7.220.74:8278/hbohd_twn/playlist.m3u8?tid=MBBB7425808074258080&ct=19193&tsum=a0bdd395bfc4cf07d9414d5372f59ad2
ELTA影剧,http://50.7.220.74:8278/eltadrama_twn/playlist.m3u8?tid=mea60e416943110603068&ct=17874&tsum=ede38d2a218a34b5397af9d19e0c39a3
CINEMAX,http://50.7.220.74:8278/cinemax_twn/playlist.m3u8?tid=MCEC1614519816145198&ct=19193&tsum=e635ddeeb683b5cbcda1319d0cc18f84
BaBy,http://50.7.220.74:8278/babytv_twn/playlist.m3u8?tid=MB3B7827650178276501&ct=18393&tsum=27fb0219125df6a523b97248cdf16d1b
AXN,http://50.7.220.74:8278/axn_twn/playlist.m3u8?tid=m1776995e9b3e16458394&ct=17874&tsum=b8a111d0b13c7761ce8b4e8f047adddb
AXNTW,http://50.7.220.74:8278/axn_twn/playlist.m3u8?tid=MA1A8358225083582250&ct=19193&tsum=105511aaad1c3ff86d7489e83e18b209
亚洲旅游,http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=MB9B9461769094617690&ct=18393&tsum=57c12e5ba95cca684613ec5e14714ff8
探索亚洲,http://50.7.220.74:8278/discoverytwn_twn/playlist.m3u8?tid=MAAA4463833744638337&ct=18393&tsum=c4bd4c633430327425e073012785525e
探索亚洲,http://50.7.220.74:8278/discoverytwn_twn/playlist.m3u8?tid=m42a2d91d6f2413622196&ct=17874&tsum=3653c4c61f0a0443dbb256dc465b4715
国家地理野生,http://50.7.220.74:8278/natgeowild_twn/playlist.m3u8?tid=mc9d789e8a1bb12836354&ct=17877&tsum=82c5ce1596dc364c112c79b239c3f5e8
国家地理台湾,http://50.7.220.74:8278/natgeohd_twn/playlist.m3u8?tid=MB5B4841803948418039&ct=18393&tsum=a2343b2c061fc9de3fa7857e832d9625
动物星球,http://50.7.220.74:8278/animalplanet_twn/playlist.m3u8?tid=MABA3681856636818566&ct=18393&tsum=2066d4c793195f8449577d35af941288
DMAX,http://50.7.220.74:8278/discoveryturbo_twn/playlist.m3u8?tid=m33a70bc8259c12219783&ct=17877&tsum=b8470668b7a41d6b15a90b7aa43b3279
FashionTV,http://50.7.220.74:8278/fashiontv_twn/playlist.m3u8?tid=MABA6457047364570473&ct=18393&tsum=82840dc94ca1ecca47ac4c26d3ee4afc
CI,http://50.7.220.74:8278/ci_twn/playlist.m3u8?tid=m2d09f7473c8214224973&ct=17877&tsum=eb2ddbfed683e40621e2b023bf017892
CN,http://50.7.220.74:8278/momo1_twn/playlist.m3u8?tid=MDCD8337337283373372&ct=18393&tsum=3744c35f02ab2207fb7dbbcb450f02d6
美亚电影,http://50.7.220.74:8278/meiyamovie_twn/playlist.m3u8?tid=MD3D6323299363232993&ct=18392&tsum=3f73f541d33abe71140d28ada99a071b
亚洲旅游,http://50.7.220.74:8278/asiatravel_twn/playlist.m3u8?tid=ma9ec30da9ef3&ct=18335&tsum=ff0bd9207f2c72a8c9bf38464433dc7d
EYETV戏剧,http://50.7.220.74:8278/eyetvxiju_twn/playlist.m3u8?tid=m379e8846d31b14432367&ct=17874&tsum=2c4c2acd16a5a5e00797ad6f4c4cb586
EYETV旅游,http://50.7.220.74:8278/eyetvtravel_twn/playlist.m3u8?tid=m3e96290c929116279255&ct=17874&tsum=7c060d25738e52e57372f408b9ccd0bc
靖天卡通,http://50.7.220.74:8278/jingtiancartoon_twn/playlist.m3u8?tid=m1465dab025b5&ct=18335&tsum=ba935e583d90bfbe1d1d9662e9ac600c
天映经典,http://210.210.155.37/qwr9ew/s/s31/index.m3u8
CelestialMovies,http://210.210.155.37/dr9445/h/h14/index.m3u8
Kix,http://210.210.155.37/dr9445/h/h07/index.m3u8
卫视有线电影,http://23.237.10.66:16010
翡翠台,http://23.237.10.66:16106/zhiboyuandakaTV/tvbjade7367895023.m3u8

湾仔,#genre#
中天新闻,http://www.253iptv.ga/kumao/youtube.php?id=_QbRXRnHMVY
中视新闻,http://www.253iptv.ga/kumao/youtube.php?id=TCnaIE_SAtM
凤凰中文,http://www.253iptv.ga/kumao/youtube.php?id=kk12tpAlGTI
CCTV-4,http://www.253iptv.ga/kumao/youtube.php?id=QTz6avPD4Ns
CNA,http://www.253iptv.ga/kumao/youtube.php?id=XWq5kBlakcQ
台视新闻,http://www.253iptv.ga/kumao/youtube.php?id=xL0ch83RAK8
东森新闻全球速报,http://www.253iptv.ga/kumao/youtube.php?id=SBtGwNMfuf0
东森新闻,http://www.253iptv.ga/kumao/youtube.php?id=R2iMq5LKXco
东森财经,http://www.253iptv.ga/kumao/youtube.php?id=ABn_ccXn_jc
镜新闻,http://www.253iptv.ga/kumao/youtube.php?id=5n0y6b0Q25o
寰宇新闻,http://www.253iptv.ga/kumao/youtube.php?id=B7Zp3d6xXWw
三立海外,http://www.253iptv.ga/kumao/youtube.php?id=FoBfXvlOR6I
三立iNEWS,http://www.253iptv.ga/kumao/youtube.php?id=CKjSm5ZeehE
运通财经,http://www.253iptv.ga/kumao/youtube.php?id=PcDTZpfFKvk
亚太台,http://www.253iptv.ga/kumao/youtube.php?id=WIhgU_mc05A
半岛新闻,http://www.253iptv.ga/kumao/youtube.php?id=F-POY4Q0QSI
SkyNews,http://www.253iptv.ga/kumao/youtube.php?id=WLlKVD4Aqgw
MBCNews,http://www.253iptv.ga/kumao/youtube.php?id=ed6eUpCoZSE
FRANCE24,http://www.253iptv.ga/kumao/youtube.php?id=h3MuIUNCCzI
DWNews,http://www.253iptv.ga/kumao/youtube.php?id=GE_SfNVNyqk
BloombergGlobalFinancialNews,http://www.253iptv.ga/kumao/youtube.php?id=dp8PhLsUcFE
ANNNews,http://www.253iptv.ga/kumao/youtube.php?id=sRbzjQTxvPE
ABCNews-AU,http://www.253iptv.ga/kumao/youtube.php?id=vOTiJkg1voo
ABCNews,http://www.253iptv.ga/kumao/youtube.php?id=w_Ma8oQLmSM
NASATV2,http://www.253iptv.ga/kumao/youtube.php?id=nA9UZF-SZoQ
NASATV,http://www.253iptv.ga/kumao/youtube.php?id=21X5lGlDOfg
YTNSCIENCE,http://www.253iptv.ga/kumao/youtube.php?id=xfFa_kcPnCY
YTNKOREAN,http://www.253iptv.ga/kumao/youtube.php?id=vEO6wO0QsX8
KBSKr,http://www.253iptv.ga/kumao/youtube.php?id=HnfpTMtfFk8
GTV-Drama2,http://www.253iptv.ga/kumao/youtube.php?id=thTCBQ99Qiw
ENGLISHSPEECH,http://www.253iptv.ga/kumao/youtube.php?id=U6n4TByt4sM
TV,http://www.253iptv.ga/kumao/youtube.php?id=0GN8t2u3flc
国会频道１,http://www.253iptv.ga/kumao/youtube.php?id=4HysYHJ6GkY
国会频道２,http://www.253iptv.ga/kumao/youtube.php?id=RAP4h3q6_Sg
民视戏剧馆１,http://www.253iptv.ga/kumao/youtube.php?id=298QROP4xe0
民视戏剧馆２,http://www.253iptv.ga/kumao/youtube.php?id=bn7glmBPmIQ
民视戏剧馆３,http://www.253iptv.ga/kumao/youtube.php?id=1kzVPwTeKds
大爱海外频道,http://www.253iptv.ga/kumao/youtube.php?id=MIqUplvSRWA
大爱,http://www.253iptv.ga/kumao/youtube.php?id=DTNkEm6jaqQ
阿里山直播,http://www.253iptv.ga/kumao/youtube.php?id=zDt8FBPozZQ
阿里郎电视台,http://www.253iptv.ga/kumao/youtube.php?id=APlvA2wtdKk
momo购物壹台,http://www.253iptv.ga/kumao/youtube.php?id=_pZQ1Lk0xMA
东森购物台１,http://www.253iptv.ga/kumao/youtube.php?id=ViJ3XiN6Q3M
东森购物台２,http://www.253iptv.ga/kumao/youtube.php?id=Z50JFuNgvB0
美好购物１台,http://www.253iptv.ga/kumao/youtube.php?id=yuhgIlXwPh8
美好购物２台,http://www.253iptv.ga/kumao/youtube.php?id=LEOat38Iuao

日本,#genre#
NHK WORLD TV,https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index_4M.m3u8
NHK国际频道,https://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
NHK World Japan (1080p),https://nhkwlive-ojp.akamaized.net/hls/live/2003459/nhkwlive-ojp-en/index.m3u8
NHK World Japan,http://nhkwlive-xjp.akamaized.net/hls/live/2003458/nhkwlive-xjp-en/index_1M.m3u8
Tokyo MX1,https://movie.mcas.jp/mcas/mx_live_2/master.m3u8
Tokyo MX1,https://movie.mcas.jp/mcas/smil:mx1_prod.smil/master.m3u8
Tokyo MX2,https://movie.mcas.jp/mcas/mx2_2/master.m3u8
Weather News,https://movie.mcas.jp/mcas/smil:wn1.smil/master.m3u8

韩国,#genre#
arirang 3,http://amdlive.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
TBC 대구(SBS 大邱),http://221.157.125.239:1935/live/psike/playlist.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
TJB SBS综艺,http://1.245.74.5:1935/live/tv/.m3u8
阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
韩国中央,http://119.77.96.184:1935/chn21/chn21/playlist.m3u8
선거방송,http://necgokr2-724.acs.wecandeo.com/ms/2528/724/index_1.m3u8
阿里郎电视,http://58.99.33.16:1935/liveedge17/live_158_3.stream/chunklist.m3u8
Arirang,http://amdlive-ch01.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive-ch02.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
Arirang,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8
Gugbang TV,http://mediaworks.dema.mil.kr:1935/live_edge/cudo.sdp/playlist.m3u8
KBS LiveCam DokDo,http://kbs-dokdo.gscdn.com/dokdo_300/dokdo_300.stream/playlist.m3u8
MB,http://123.254.72.24:1935/tvlive/livestream2/playlist.m3u8
MTN,http://183.110.27.87/mtnlive/720/playlist.m3u8
TBS Seoul,https://cdntv.tbs.seoul.kr/tbs/tbs_tv_web.smil/playlist.m3u8
TVWorkNe,http://live.worktv.or.kr:1935/live/wowtvlive1.sdp/playlist.m3u8
KBC,http://119.200.131.11:1935/KBCTV/tv/playlist.m3u8
SBS 淸州,http://1.222.207.80:1935/live/cjbtv/playlist.m3u8
SBS 大田,http://1.245.74.5:1935/live/tv/.m3u8
阿里郎WORLDworld,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
MBC频道,http://vod.mpmbc.co.kr:1935/live/encoder-tv/playlist.m3u8
lKCTV中央台,http://119.77.96.184:1935/chn05/chn05/chunklist_w644291506.m3u8
EBS少儿频道,http://ebsonairios.ebs.co.kr/ebsutablet500k/tablet500k/playlist.m3u8
EBS加一频道,http://ebsonairios.ebs.co.kr/plus1tablet500k/tablet500k/plus1tablet500k.index.m3u8
EBS第二频道,http://ebsonairios.ebs.co.kr/ebs2tablet500k/tablet500k/ebs2tablet500k.index.m3u8
EBSE频道,http://ebsonairios.ebs.co.kr/plus3tablet500k/tablet500k/plus3tablet500k.index.m3u8
TBS,http://58.234.158.60:1935/catvlive/myStream/playlist.m3u8
SBS CJB,http://1.222.207.80:1935/live/cjbtv/chunklist_w1357270949.m3u8
NBS农业广播,https://media.joycorp.co.kr:4443/live/live_720p/playlist.m3u8
EBS加二频道,http://ebsonairios.ebs.co.kr/plus2tablet500k/tablet500k/plus2tablet500k.index.m3u8
阿里郎WORLD,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch/master.m3u8
Arirang,http://amdlive-ch03.ctnd.com.edgesuite.net/arirang_3ch/smil:arirang_3ch.smil/chunklist_b1728000_sleng.m3u8
Arirang,https://amdlive-ch01-ctnd-com.akamaized.net/arirang_1ch/smil:arirang_1ch.smil/playlist.m3u8
EBS1,http://ebsonairios.ebs.co.kr/groundwavefamilypc/familypc1m/playlist.m3u8
EBS2,http://ebsonairios.ebs.co.kr/ebs2familypc/familypc1m/playlist.m3u8
KCTV_HV2,http://119.77.96.184:1935/chn05/chn05/chunklist_w1306745753.m3u8
Luxury World,http://nano.teleservice.su:8080/hls/luxury.m3u8
MTN,http://183.110.27.87/mtnlive/_definst_/720/chunklist.m3u8
韩国KCTV,http://119.77.96.184:1935/chn21/chn21/chunklist_w252131137.m3u8
arirang 1,http://amdlive.ctnd.com.edgesuite.net/arirang_1ch/smil:arirang_1ch.smil/.m3u8

体育,#genre#
Dubai Sports,http://dmitnthvll.cdn.mangomolo.com/dubaisports/smil:dubaisports.smil/chunklist_b1600000.m3u8
Eurosport1,http://213.172.73.171:8081/nimble_live/1176__Eurosport1_HD/playlist.m3u8
Eurosport1,https://livetv.mylifeisgood.ml/channels/eurosport1ru.m3u8
Eurosport1,http://cdnua06.hls.tv/476/hls/xvenc6phog3m7qlktfdsrw9b4a82iy1z/217/stream.m3u8
Eurosport1,http://152.228.154.144/stream/DKQ6M3GWVG1/176.m3u8
Eurosport1,http://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/217/stream.m3u8
Eurosport1,http://cdnua06.hls.tv/476/hls/wei6saq934pz50bkxdugc2hfnj71lmot/217/stream.m3u8
Eurosport2,http://152.228.154.144/stream/DKQ6M3GWVG1/192.m3u8
Eurosport2,https://cdnua06.hls.tv/476/hls/061df9d47a31d5ffeeee40bbf3333deb/219/stream.m3u8
Eurosport2,http://cdnua06.hls.tv/476/hls/wei6saq934pz50bkxdugc2hfnj71lmot/219/stream.m3u8
TNTSPORTS 1,https://glxlmn026c.singularcdn.net.br/playout_01/playlist-720p.m3u8
TNTSPORTS 2,https://glxlmn026c.singularcdn.net.br/playout_02/playlist-720p.m3u8
TNTSPORTS 3,https://glxlmn026c.singularcdn.net.br/playout_03/playlist-720p.m3u8
TNTSPORTS 4,https://glxlmn026c.singularcdn.net.br/playout_04/playlist-720p.m3u8
TNTSPORTS 5,https://glxlmn026c.singularcdn.net.br/playout_05/playlist-720p.m3u8
足球频道,https://nmglive.imfc.cn/5n1r1c/182396.m3u8

知识,#genre#
叶剑英为何封帅,https://vd4.bdstatic.com/mda-mcams00jq5xj8eu4/hd/cae_h264_clips/1615448988/mda-mcams00jq5xj8eu4.mp4
军神刘伯承,https://vd3.bdstatic.com/mda-maedsnm7xev255se/hd/cae_h264_clips/1610678594/mda-maedsnm7xev255se.mp4
日本大轰炸,https://vd3.bdstatic.com/mda-mdeek9pc1b8au1vd/cae_h264/1618482676/mda-mdeek9pc1b8au1vd.mp4
战神林彪,https://vd2.bdstatic.com/mda-mdbjwyvegrx5fgb3/hd/cae_h264_clips/1618209620/mda-mdbjwyvegrx5fgb3.mp4
中国高铁,https://vd2.bdstatic.com/mda-mcw4dzi2ubsh6ius/hd/cae_h264_clips/1617162620/mda-mcw4dzi2ubsh6ius.mp4
强硬外长杨洁篪,https://vd2.bdstatic.com/mda-mddqt25wyjyb2gjf/hd/cae_h264_clips/1618398122/mda-mddqt25wyjyb2gjf.mp4
水下间谍活动,https://vd4.bdstatic.com/mda-mdehdd7jdx4yjy11/hd/cae_h264/1618460634/mda-mdehdd7jdx4yjy11.mp4
三峡船闸,https://vd3.bdstatic.com/mda-md9jxit68eaxpai2/hd/cae_h264_clips/1618035776/mda-md9jxit68eaxpai2.mp4
布衣元帅徐向前,https://vd4.bdstatic.com/mda-mcrq3sqrt4z7zpm8/cae_h264_clips/1616763204/mda-mcrq3sqrt4z7zpm8.mp4
中国导弹之母_祝学军,https://vd3.bdstatic.com/mda-md55tps5ch82dsm3/480p/h264/1617682142/mda-md55tps5ch82dsm3.mp4
中国激光陀螺奠基人:高伯龙,https://vd2.bdstatic.com/mda-mcv21ju6zwexahik/hd/cae_h264_clips/1617078247/mda-mcv21ju6zwexahik.mp4
世界四大元帅,https://vd4.bdstatic.com/mda-mbnf9xauixdbwj60/hd/cae_h264_clips/1614061142/mda-mbnf9xauixdbwj60.mp4
国民党特工之王_戴笠,https://vd2.bdstatic.com/mda-kmjqb48wj1gw08tu/cae_h264_clips/1608523306/mda-kmjqb48wj1gw08tu.mp4
特工之王李克农,https://vd2.bdstatic.com/mda-kmiid7a6902p7tf5/hd/cae_h264_clips/1608522766/mda-kmiid7a6902p7tf5.mp4
改变世界的独裁者斯大林,https://vd3.bdstatic.com/mda-km8j42hu46qc8vjp/cae_h264_clips/1607502991/mda-km8j42hu46qc8vjp.mp4
中国盾构机成为世界第一历程,https://vd2.bdstatic.com/mda-meg9x7u7dnmjsupe/hd/cae_h264_clips/1621250565984571343/mda-meg9x7u7dnmjsupe.mp4
国共特工界的王者,https://vd4.bdstatic.com/mda-mcrq1ukw1b8uuuav/hd/cae_h264_clips/1616763021/mda-mcrq1ukw1b8uuuav.mp4
中国能造"空天母舰"吗,https://vd2.bdstatic.com/mda-mdamhapbrp2ck73h/hd/cae_h264_clips/1618126075/mda-mdamhapbrp2ck73h.mp4
美国计划造"空天母舰"十五年后服役 成吗,https://vd3.bdstatic.com/mda-kifk7xjfsewxw1x0/hd/cae_h264_clips/mda-kifk7xjfsewxw1x0.mp4
中国民企叫板美国B—21,https://vd2.bdstatic.com/mda-mdmcep7rjqbx7xwb/480p/h264/1619081333/mda-mdmcep7rjqbx7xwb.mp4
俄乌会开战吗,https://vd3.bdstatic.com/mda-mdkcdkvjxnur2qv9/hd/cae_h264_clips/1618995321/mda-mdkcdkvjxnur2qv9.mp4
巴铁核武器从何而来,https://vd4.bdstatic.com/mda-mdfs3zfptr2w9yzp/mda-mdfs3zfptr2w9yzp.mp4
曹原:中国天才科学家,https://vd4.bdstatic.com/mda-mdkdefn5rf03imia/hd/cae_h264_clips/1618972063/mda-mdkdefn5rf03imia.mp4
油菜花开茶子红,http://vod-wy.cctv.cn/cms/2021-04-14/ART_450k_af7725d181a84c5fb3de764d47105e11-1618383958448-001.mp4
蔷薇骑士,http://vod-wy.cctv.cn/cms/2021-04-10/ART_450k_73b00f652eae4386a5d1ef4cfe61bea5-1618067637504-001.mp4
北大博士说相声,https://vd4.bdstatic.com/mda-mangzauuruk8d7ia/hd/cae_h264_clips/1611384035/mda-mangzauuruk8d7ia.mp4
佩洛西访问,https://cdnv.rt.com/doc-files/filmy/vizit-pelosi-na-tajvan-amerikanskie/vizit-pelosi-na-tajvan-amerikanskie_3.mp4
军事行动问题,https://cdnv.rt.com/doc-files/filmy/voennaya-operaciya-voprosi-i-otveti/voennaya-operaciya-voprosi-i-otveti_3.mp4
俄罗斯恐惧症和西方双重标准,https://cdnv.rt.com/doc-files/filmy/rusofobiya-istoriya-nenavisti/rusofobiya-istoriya-nenavisti_3.mp4
通往独立的道路,https://cdnv.rt.com/doc-files/filmy/lnr-put-k-nezavisimosti/lnr-put-k-nezavisimosti_1.mp4
军事行动问题,https://cdnv.rt.com/doc-files/filmy/voennaya-operaciya-voprosi-i-otveti/voennaya-operaciya-voprosi-i-otveti_3.mp4
军事行动剧院,https://cdnv.rt.com/doc-files/filmy/teatr-voennih-dejstvij/teatr-voennih-dejstvij_3.mp4
азовстал。解放,https://cdnv.rt.com/doc-files/filmy/azovstal-osvobozhdenie/azovstal-osvobozhdenie_3.mp4
第二次世界大战的领导人,https://cdnv.rt.com/doc-files/filmy/bolshaya-trojka-lideri-vtoroj-mirovoj/bolshaya-trojka-lideri-vtoroj-mirovoj_3.mp4
马里乌波尔。回归,https://cdnv.rt.com/doc-files/filmy/mariupol-vozvrashhenie/mariupol-vozvrashhenie_3.mp4
刚果望族生活在贫困中,https://cdnv.russiatoday.com/rtd-files/films/the-congo-dandies/the-congo-dandies_1.mp4
马里乌波尔的行动,https://cdnv.rt.com/doc-files/filmy/mariupolskij-kotyol-pered-shturmom/mariupolskij-kotyol-pered-shturmom_1.mp4
马里乌波尔之战,https://cdnv.rt.com/doc-files/filmy/bitva-za-mariupol-osvobozhdenie-goroda/bitva-za-mariupol-osvobozhdenie-goroda_3.mp4
顿巴斯,https://cdnv.rt.com/doc-files/filmy/donbass-leto-2014/donbass-leto-2014_3.mp4
金砖国家电视台,http://brics.bonus-tv.ru/cdn/brics/chinese/tracks-v1a1/index.m3u8
